RN5A_HUMAN,Q05823,2-5A-dependent RNase,1022
CDKA1_HUMAN,O14519,CDK2AP1,280
CDKA1_HUMAN,O14519,CDK2-associated protein 1,283
CDK2_HUMAN,P24941,CDK2-Cyclin A,4010
CDK3_HUMAN,Q00526,CDK3,1694
CDK4_HUMAN,P11802,CDK4,770
CDK5_HUMAN,Q00535,CDK5,2119
LMTK2_HUMAN,Q8IWU2,CDK5/p35-regulated kinase,2004
LMTK1_HUMAN,Q6ZMQ8,CDK5-binding protein,1466
CDK6_HUMAN,Q00534,CDK6,534
CDK7_HUMAN,P50613,CDK7,2441
CDK8_HUMAN,P49336,CDK8,1196
CDK9_HUMAN,P50750,CDK9,2384
CDK9_HUMAN,P50750,CDK9-Cyclin T1,4041
CDK7_HUMAN,P50613,CDK-activating kinase 1,2449
CDK20_HUMAN,Q8IZL9,CDK-activating kinase p42,2463
CDKA1_HUMAN,O14519,CDKAP1,281
CDKL1_HUMAN,Q00532,CDKL1,158
CDKL2_HUMAN,Q92772,CDKL2,2027
CDKL3_HUMAN,Q8IVW4,CDKL3,1244
CDKL4_HUMAN,Q5MAI5,CDKL4,3171
CDKL5_HUMAN,O76039,CDKL5,946
CDK1_HUMAN,P06493,CDKN1,2829
CDK2_HUMAN,P24941,CDKN2,1905
CDK3_HUMAN,Q00526,CDKN3,1695
CDK5_HUMAN,Q00535,CDKN5,2120
CDK6_HUMAN,Q00534,CDKN6,535
CDK7_HUMAN,P50613,CDKN7,2444
CHK2_HUMAN,O96017,CDS1,2313
CHK2_HUMAN,O96017,Cds1 homolog,2317
RON_HUMAN,Q04912,CDw136,2815
FGFR1_HUMAN,P11362,CEK,2930
DDR1_HUMAN,Q08345,Cell adhesion kinase,2050
FAK2_HUMAN,Q14289,Cell adhesion kinase beta,357
CHK1_HUMAN,O14757,Cell cycle checkpoint kinase,3110
CDK20_HUMAN,Q8IZL9,Cell cycle-related kinase,2465
RIPK1_HUMAN,Q13546,Cell death protein RIP,824
CDK1_HUMAN,P06493,Cell division control protein 2 homolog,2831
CD11B_HUMAN,P21127,Cell division cycle 2-like protein kinase 1,1745
CD11A_HUMAN,Q9UQ88,Cell division cycle 2-like protein kinase 2,3219
CDK9_HUMAN,P50750,Cell division cycle 2-like protein kinase 4,2388
CDK13_HUMAN,Q14004,Cell division cycle 2-like protein kinase 5,971
CDK19_HUMAN,Q9BWU1,Cell division cycle 2-like protein kinase 6,1168
CDK12_HUMAN,Q9NYV4,Cell division cycle 2-related protein kinase 7,1934
CDK1_HUMAN,P06493,Cell division protein kinase 1,2832
CDK10_HUMAN,Q15131,Cell division protein kinase 10,1140
CD11A_HUMAN,Q9UQ88,Cell division protein kinase 11A,3220
CD11B_HUMAN,P21127,Cell division protein kinase 11B,1747
CDK12_HUMAN,Q9NYV4,Cell division protein kinase 12,1936
CDK13_HUMAN,Q14004,Cell division protein kinase 13,972
CDK14_HUMAN,O94921,Cell division protein kinase 14,2263
CDK15_HUMAN,Q96Q40,Cell division protein kinase 15,3041
CDK16_HUMAN,Q00536,Cell division protein kinase 16,120
CDK17_HUMAN,Q00537,Cell division protein kinase 17,2860
CDK18_HUMAN,Q07002,Cell division protein kinase 18,1350
CDK19_HUMAN,Q9BWU1,Cell division protein kinase 19,1169
CDK2_HUMAN,P24941,Cell division protein kinase 2,1906
CDK20_HUMAN,Q8IZL9,Cell division protein kinase 20,2466
CDK3_HUMAN,Q00526,Cell division protein kinase 3,1696
CDK4_HUMAN,P11802,Cell division protein kinase 4,771
CDK5_HUMAN,Q00535,Cell division protein kinase 5,2121
CDK6_HUMAN,Q00534,Cell division protein kinase 6,536
CDK7_HUMAN,P50613,Cell division protein kinase 7,2450
CDK8_HUMAN,P49336,Cell division protein kinase 8,1197
CDK9_HUMAN,P50750,Cell division protein kinase 9,2389
KGP1_HUMAN,Q13976,cGK 1,2921
KGP2_HUMAN,Q13237,cGK 2,2402
KGP1_HUMAN,Q13976,cGK1,2922
KGP2_HUMAN,Q13237,cGK2,2403
KGP1_HUMAN,Q13976,cGKI,2924
KGP2_HUMAN,Q13237,cGKII,2405
KGP1_HUMAN,Q13976,cGMP-dependent protein kinase I,2923
KGP2_HUMAN,Q13237,cGMP-dependent protein kinase II,2404
TRPM7_HUMAN,Q96QT4,CHAK1,1268
TRPM6_HUMAN,Q9BX84,CHAK2,2191
TRPM6_HUMAN,Q9BX84,Channel kinase 2,2192
TRPM7_HUMAN,Q96QT4,Channel-kinase 1,1270
COQ8A_HUMAN,Q8NI60,Chaperone activity of bc1 complex-like,1731
COQ8A_HUMAN,Q8NI60,Chaperone-ABC1-like,1732
CHK2_HUMAN,O96017,Checkpoint kinase 2,2320
CHK1_HUMAN,O14757,Checkpoint kinase-1,3111
CDK13_HUMAN,Q14004,CHED,968
CHK1_HUMAN,O14757,CHEK1,3107
CHK2_HUMAN,O96017,CHEK2,2312
MATK_HUMAN,P42679,CHK,2735
CHK1_HUMAN,O14757,CHK1,3108
CHK1_HUMAN,O14757,CHK1 checkpoint homolog,3109
CHK2_HUMAN,O96017,CHK2,2314
CHK2_HUMAN,O96017,CHK2 checkpoint homolog,2316
CDK13_HUMAN,Q14004,Cholinesterase-related cell division controller,974
MAPK3_HUMAN,Q16644,Chromosome 3p kinase,779
ALPK1_HUMAN,Q96QP1,Chromosome 4 kinase,3086
IKKA_HUMAN,O15111,CHUK,1611
SGK3_HUMAN,Q96BR1,CISK,1541
CTRO_HUMAN,O14578,CIT,1252
MK08_HUMAN,P45983,c-Jun N-terminal kinase 1,503
MK09_HUMAN,P45984,c-Jun N-terminal kinase 2,1339
MK10_HUMAN,P53779,c-Jun N-terminal kinase 3,2566
MP2K4_HUMAN,P45985,c-Jun N-terminal kinase kinase 1,1129
MP2K7_HUMAN,O14733,c-Jun N-terminal kinase kinase 2,1895
CSK21_HUMAN,P68400,CK II alpha,3205
CSK22_HUMAN,P19784,CK II alpha',886
CSK23_HUMAN,Q8NEV1,CK II alpha 3,3025
KC1AL_HUMAN,Q8N752,CK1,2080
KC1A_HUMAN,P48729,CK1,2483
KC1D_HUMAN,P48730,CK1 delta,4001
KC1G2_HUMAN,P78368,CK1 gamma 2,4034
KC1G2_HUMAN,P78368,CK1G2,1627
CSK21_HUMAN,P68400,CK2,4027
CSK21_HUMAN,P68400,CK2A1,3204
CSK22_HUMAN,P19784,CK2A2,885
KC1A_HUMAN,P48729,CKI-alpha,2482
KC1AL_HUMAN,Q8N752,CKI-alpha-like,2079
KC1D_HUMAN,P48730,CKId,1303
KC1D_HUMAN,P48730,CKI-delta,1302
KC1E_HUMAN,P49674,CKIe,722
KC1E_HUMAN,P49674,CKI-epsilon,721
KC1G1_HUMAN,Q9HCP0,CKI-gamma 1,173
KC1G2_HUMAN,P78368,CKI-gamma 2,1628
KC1G3_HUMAN,Q9Y6M4,CKI-gamma 3,2987
KCC1D_HUMAN,Q8IU85,CKLiK,1372
DCLK2_HUMAN,Q8N568,CL2,1177
KCC1G_HUMAN,Q96NX5,CLICK III,2109
DCLK2_HUMAN,Q8N568,CLICK2,1179
KCC1G_HUMAN,Q96NX5,CLICK3,2101
DCLK2_HUMAN,Q8N568,CLICK-II,1178
STK35_HUMAN,Q8TDR2,CLIK1,3061
STK35_HUMAN,Q8TDR2,CLIK-1,3065
PDK1L_HUMAN,Q8N165,CLIK1L,2489
CLK1_HUMAN,P49759,CLK,539
CLK1_HUMAN,P49759,CLK1,538
CD11B_HUMAN,P21127,CLK-1,1746
CLK2_HUMAN,P49760,CLK2,1424
CLK3_HUMAN,P49761,CLK3,227
CLK4_HUMAN,Q9HAZ1,CLK4,3100
STK35_HUMAN,Q8TDR2,CLP-36-interacting kinase 1,3064
PLK3_HUMAN,Q9H4B4,CNK,1844
SCYL2_HUMAN,Q6P3W7,Coated vesicle-associated kinase of 104 kDa,700
SCYL1_HUMAN,Q96KG9,Coated vesicle-associated kinase of 90 kDa,1414
COQ8A_HUMAN,Q8NI60,Coenzyme Q protein 8A,1733
COQ8B_HUMAN,Q96D53,Coenzyme Q protein 8B,222
PTK7_HUMAN,Q13308,Colon carcinoma kinase 4,2083
TITIN_HUMAN,Q8WZ42,Connectin,1781
IKKA_HUMAN,O15111,Conserved helix-loop-helix ubiquitous kinase,1619
COQ8A_HUMAN,Q8NI60,COQ8A,1727
COQ8B_HUMAN,Q96D53,COQ8B,219
GUC2D_HUMAN,Q02846,CORD6,761
M3K8_HUMAN,P41279,COT,589
LMTK2_HUMAN,Q8IWU2,CPRK,2005
RAF1_HUMAN,P04049,cRaf,2135
CTRO_HUMAN,O14578,CRIK,1253
CDK12_HUMAN,Q9NYV4,CRK7,1929
CDK12_HUMAN,Q9NYV4,CRKRS,1930
CDK12_HUMAN,Q9NYV4,CrkRS,1933
ROS1_HUMAN,P08922,c-Ros receptor tyrosine kinase,729
MK14_HUMAN,Q16539,CSAID-binding protein,414
MK14_HUMAN,Q16539,CSBP,405
MK14_HUMAN,Q16539,CSBP1,406
MK14_HUMAN,Q16539,CSBP2,407
CSF1R_HUMAN,P07333,CSF-1 receptor,2394
CSF1R_HUMAN,P07333,CSF1R,2392
CSF1R_HUMAN,P07333,CSF-1R,2396
CSF1R_HUMAN,P07333,CSF-1-R,2395
CSK_HUMAN,P41240,CSK,650
MATK_HUMAN,P42679,CSK homologous kinase,2734
KC1A_HUMAN,P48729,CSNK1A1,2481
KC1AL_HUMAN,Q8N752,CSNK1A1L,2078
KC1D_HUMAN,P48730,CSNK1D,1300
KC1E_HUMAN,P49674,CSNK1E,720
KC1G1_HUMAN,Q9HCP0,CSNK1G1,172
KC1G2_HUMAN,P78368,CSNK1G2,1626
KC1G3_HUMAN,Q9Y6M4,CSNK1G3,2986
CSK21_HUMAN,P68400,CSNK2A1,3203
CSK23_HUMAN,Q8NEV1,CSNK2A1P,3024
CSK22_HUMAN,P19784,CSNK2A2,884
CSK23_HUMAN,Q8NEV1,CSNK2A3,3023
MK14_HUMAN,Q16539,CSPB1,408
CSK_HUMAN,P41240,C-Src kinase,651
TSSK6_HUMAN,Q9BXA6,CT72,8
TOPK_HUMAN,Q96KB5,CT84,3093
MARK3_HUMAN,P27448,CTAK1,2470
MARK3_HUMAN,P27448,cTAK1,2473
MARK3_HUMAN,P27448,C-TAK1,2472
SLK_HUMAN,Q9H2G2,CTCL tumor antigen se20-9,2721
TAOK3_HUMAN,Q9H2K8,CTCL-associated antigen HD-CL-09,2497
MATK_HUMAN,P42679,CTK,2732
PAK2_HUMAN,Q13177,C-t-PAK2],958
TAOK3_HUMAN,Q9H2K8,Cutaneous T-cell lymphoma-associated antigen HD-CL-09,2496
SCYL2_HUMAN,Q6P3W7,CVAK104,698
SCYL1_HUMAN,Q96KG9,CVAK90,1407
CDK19_HUMAN,Q9BWU1,Cyclin-dependent kinase 11,1170
CDK20_HUMAN,Q8IZL9,Cyclin-dependent protein kinase H,2467
CDK20_HUMAN,Q8IZL9,Cyclin-kinase-activating kinase p42,2468
MK14_HUMAN,Q16539,Cytokine suppressive anti-inflammatory drug-binding protein,413
SGK3_HUMAN,Q96BR1,Cytokine-independent survival kinase,1543
PLK3_HUMAN,Q9H4B4,Cytokine-inducible serine/threonine-protein kinase,1847
DAPK1_HUMAN,P53355,DAP kinase 1,1057
DAPK2_HUMAN,Q9UIK4,DAP kinase 2,100
DAPK3_HUMAN,O43293,DAP kinase 3,2624
ST17A_HUMAN,Q9UEE5,DAP kinase-related apoptosis-inducing protein kinase 1,454
ST17B_HUMAN,O94768,DAP kinase-related apoptosis-inducing protein kinase 2,431
DAPK1_HUMAN,P53355,DAPK,1056
DAPK1_HUMAN,P53355,DAPK1,1055
DAPK2_HUMAN,Q9UIK4,DAPK2,99
DAPK3_HUMAN,O43293,DAPK3,2622
DAPK2_HUMAN,Q9UIK4,DAP-kinase-related protein 1,101
DAPK3_HUMAN,O43293,DAP-like kinase,2625
LRRK2_HUMAN,Q5S007,Dardarin,3126
DCLK1_HUMAN,O15075,DCAMKL1,513
DCLK2_HUMAN,Q8N568,DCAMKL2,1173
DCLK3_HUMAN,Q9C098,DCAMKL3,1787
DCLK1_HUMAN,O15075,DCDC3A,514
DCLK2_HUMAN,Q8N568,DCDC3B,1174
DCLK3_HUMAN,Q9C098,DCDC3C,1788
STK39_HUMAN,Q9UEW8,DCHT,115
DCLK2_HUMAN,Q8N568,DCK2,1175
DCLK1_HUMAN,O15075,DCLK1,512
DCLK2_HUMAN,Q8N568,DCLK2,1172
DCLK3_HUMAN,Q9C098,DCLK3,1786
DDR1_HUMAN,Q08345,DDR1,2040
DDR2_HUMAN,Q16832,DDR2,639
CDK19_HUMAN,Q9BWU1,Death-preventing kinase,1171
CDKA1_HUMAN,O14519,Deleted in oral cancer 1,284
TAOK3_HUMAN,Q9H2K8,Dendritic cell-derived protein kinase,2498
EPHB2_HUMAN,P29323,Developmentally-regulated Eph-related tyrosine kinase,1531
TSSK2_HUMAN,Q96PF2,DGSG,782
TSSK2_HUMAN,Q96PF2,DGS-G,790
TSSK2_HUMAN,Q96PF2,DiGeorge syndrome protein G,789
RIPK4_HUMAN,P57078,DIK,2907
DDR2_HUMAN,Q16832,Discoidin domain receptor 2,643
DDR2_HUMAN,Q16832,Discoidin domain-containing receptor tyrosine kinase 2,645
DDR1_HUMAN,Q08345,Discoidin receptor tyrosine kinase,2051
M3K12_HUMAN,Q12852,DLK,478
DAPK3_HUMAN,O43293,Dlk,2626
DMPK_HUMAN,Q09013,DM1 protein kinase,427
DMPK_HUMAN,Q09013,DM1PK,422
DMPK_HUMAN,Q09013,DMK,426
DMPK_HUMAN,Q09013,DM-kinase,425
DMPK_HUMAN,Q09013,DMPK,421
MRCKG_HUMAN,Q6DT37,DMPK2,3004
MRCKA_HUMAN,Q5VT25,DMPK-like alpha,1690
MRCKB_HUMAN,Q9Y5S2,DMPK-like beta,891
MRCKG_HUMAN,Q6DT37,DMPK-like gamma,3006
PRKDC_HUMAN,P78527,DNA-PK catalytic subunit,1038
PRKDC_HUMAN,P78527,DNA-PKcs,1039
PRKDC_HUMAN,P78527,DNPK1,1040
CDKA1_HUMAN,O14519,DOC1,282
CDKA1_HUMAN,O14519,DOC-1,285
DCLK1_HUMAN,O15075,Doublecortin domain-containing protein 3A,516
DCLK2_HUMAN,Q8N568,Doublecortin domain-containing protein 3B,1180
DCLK3_HUMAN,Q9C098,Doublecortin domain-containing protein 3C,1790
DCLK1_HUMAN,O15075,Doublecortin-like and CAM kinase-like 1,517
DCLK2_HUMAN,Q8N568,Doublecortin-like and CAM kinase-like 2,1181
DCLK3_HUMAN,Q9C098,Doublecortin-like and CAM kinase-like 3,1791
DCLK1_HUMAN,O15075,Doublecortin-like kinase 1,518
DCLK2_HUMAN,Q8N568,Doublecortin-like kinase 2,1182
DCLK3_HUMAN,Q9C098,Doublecortin-like kinase 3,1792
TAOK3_HUMAN,Q9H2K8,DPK,2492
ST17A_HUMAN,Q9UEE5,DRAK1,453
ST17B_HUMAN,O94768,DRAK2,430
DAPK2_HUMAN,Q9UIK4,DRP-1,102
EPHB2_HUMAN,P29323,DRT,1525
DUSTY_HUMAN,Q6XUX3,DSTYK,1447
TYRO3_HUMAN,Q06418,DTK,2960
M3K12_HUMAN,Q12852,Dual leucine zipper bearing kinase,477
DYR1A_HUMAN,Q13627,Dual specificity YAK1-related kinase,686
KALRN_HUMAN,O60229,DUET,243
KALRN_HUMAN,O60229,DUO,244
DUSTY_HUMAN,Q6XUX3,Dusty PK,1454
DUSTY_HUMAN,Q6XUX3,Dusty protein kinase,1453
KPCI_HUMAN,P41743,DXS1179E,339
DYR1A_HUMAN,Q13627,DYRK,683
DYR1A_HUMAN,Q13627,DYRK1A,682
DYR1B_HUMAN,Q9Y463,DYRK1B,488
DYRK2_HUMAN,Q92630,DYRK2,2138
DYRK3_HUMAN,O43781,DYRK3,1699
DYRK4_HUMAN,Q9NR20,DYRK4,1842
HIPK3_HUMAN,Q9H422,DYRK6,2693
ERBB4_HUMAN,Q15303,E4ICD,2163
EPHA2_HUMAN,P29317,ECK,741
DDR1_HUMAN,Q08345,EDDR1,2042
EF2K_HUMAN,O00418,eEF-2 kinase,375
EF2K_HUMAN,O00418,EEF2K,374
EF2K_HUMAN,O00418,eEF-2K,376
EPHA8_HUMAN,P29322,EEK,1834
EF2K_HUMAN,O00418,EF2K,4030
EGFR_HUMAN,P00533,EGFR,130
EPHA5_HUMAN,P54756,EHK1,1078
EPHA5_HUMAN,P54756,EHK-1,1083
EPHA6_HUMAN,Q9UF33,EHK2,1721
EPHA6_HUMAN,Q9UF33,EHK-2,1724
EPHA7_HUMAN,Q15375,EHK3,1306
EPHA7_HUMAN,Q15375,EHK-3,1309
E2AK2_HUMAN,P19525,eIF-2A protein kinase 2,2420
E2AK1_HUMAN,Q9BQI3,EIF2AK1,210
E2AK2_HUMAN,P19525,EIF2AK2,2416
E2AK3_HUMAN,Q9NZJ5,EIF2AK3,858
E2AK4_HUMAN,Q9P2K8,EIF2AK4,1652
EPHA7_HUMAN,Q15375,EK11,1311
EPHA6_HUMAN,Q9UF33,EK12,1726
EPHB3_HUMAN,P54753,EK2,1264
EPHA8_HUMAN,P29322,EK3,1839
EPHA3_HUMAN,P29320,EK4,2354
EPHB2_HUMAN,P29323,EK5,1535
EPHB1_HUMAN,P54762,EK6,1804
EPHA5_HUMAN,P54756,EK7,1085
EPHA4_HUMAN,P54764,EK8,2308
EPHB1_HUMAN,P54762,ELK,1798
MARK2_HUMAN,Q7KZI7,ELKL motif kinase 1,3147
MARK3_HUMAN,P27448,ELKL motif kinase 2,2475
EPHB2_HUMAN,P29323,ELK-related tyrosine kinase,1532
EPHB3_HUMAN,P54753,Embryonic kinase 2,1263
MARK2_HUMAN,Q7KZI7,EMK1,3146
MARK2_HUMAN,Q7KZI7,EMK-1,3148
MARK3_HUMAN,P27448,EMK2,2471
MARK3_HUMAN,P27448,EMK-2,2476
ITK_HUMAN,Q08881,EMT,2989
ERN1_HUMAN,O75460,Endoplasmic reticulum-to-nucleus signaling 1,399
ERN2_HUMAN,Q76MJ5,Endoplasmic reticulum-to-nucleus signaling 2,3198
TIE2_HUMAN,Q02763,Endothelial tyrosine kinase,806
EPHA1_HUMAN,P21709,EPH,321
EPHA8_HUMAN,P29322,EPH- and ELK-related kinase,1837
EPHA5_HUMAN,P54756,EPH homology kinase 1,1082
EPHA6_HUMAN,Q9UF33,EPH homology kinase 2,1723
EPHA7_HUMAN,Q15375,EPH homology kinase 3,1308
EPHA1_HUMAN,P21709,EPH tyrosine kinase,325
EPHA1_HUMAN,P21709,EPH tyrosine kinase 1,326
EPHB1_HUMAN,P54762,EPH tyrosine kinase 2,1802
EPHB2_HUMAN,P29323,EPH tyrosine kinase 3,1533
EPHA1_HUMAN,P21709,EPHA1,320
EPHAA_HUMAN,Q5JZY3,EPHA10,2578
EPHA2_HUMAN,P29317,EPHA2,740
EPHA2_HUMAN,P29317,EPH-A2,4025
EPHA3_HUMAN,P29320,EPHA3,2348
EPHA4_HUMAN,P54764,EPHA4,2303
EPHA4_HUMAN,P54764,EPH-A4,4040
EPHA5_HUMAN,P54756,EPHA5,1076
EPHA6_HUMAN,Q9UF33,EPHA6,1720
EPHA7_HUMAN,Q15375,EPHA7,1305
EPHA8_HUMAN,P29322,EPHA8,1833
EPHB1_HUMAN,P54762,EPHB1,1797
EPHB1_HUMAN,P54762,EPH-B1,4031
EPHB2_HUMAN,P29323,EPHB2,1524
EPHB2_HUMAN,P29323,EPH-B2,4014
EPHB3_HUMAN,P54753,EPHB3,1257
EPHB3_HUMAN,P54753,EPH-B3,4036
EPHB4_HUMAN,P54760,EPHB4,714
EPHA4_HUMAN,P54764,EPH-B4,4026
EPHB6_HUMAN,O15197,EPHB6,2266
EPHA7_HUMAN,Q15375,EPH-like kinase 11,1310
EPHA6_HUMAN,Q9UF33,EPH-like kinase 12,1725
EPHB3_HUMAN,P54753,EPH-like kinase 2,1262
EPHA8_HUMAN,P29322,EPH-like kinase 3,1838
EPHA3_HUMAN,P29320,EPH-like kinase 4,2353
EPHB2_HUMAN,P29323,EPH-like kinase 5,1534
EPHB1_HUMAN,P54762,EPH-like kinase 6,1803
EPHA5_HUMAN,P54756,EPH-like kinase 7,1084
EPHA4_HUMAN,P54764,EPH-like kinase 8,2307
EPHA3_HUMAN,P29320,Eph-like tyrosine kinase 1,2359
EPHB3_HUMAN,P54753,EPH-like tyrosine kinase 2,1261
EPHA1_HUMAN,P21709,EPHT,322
EPHA1_HUMAN,P21709,EPHT1,323
EPHB1_HUMAN,P54762,EPHT2,1799
EPHB2_HUMAN,P29323,EPHT3,1526
BMX_HUMAN,P51813,Epithelial and endothelial tyrosine kinase,582
EPHA2_HUMAN,P29317,Epithelial cell kinase,742
DDR1_HUMAN,Q08345,Epithelial discoidin domain receptor 1,2048
KPCD3_HUMAN,O94806,EPK2,269
EPHB2_HUMAN,P29323,EPTH3,1527
EGFR_HUMAN,P00533,ERBB,131
EGFR_HUMAN,P00533,ERBB1,132
ERBB2_HUMAN,P04626,ERBB2,2876
ERBB3_HUMAN,P21860,ERBB3,2686
ERBB4_HUMAN,Q15303,ERBB4,2157
EPHB2_HUMAN,P29323,ERK,1528
MP2K1_HUMAN,Q02750,ERK activator kinase 1,2116
MP2K2_HUMAN,P36507,ERK activator kinase 2,370
MK03_HUMAN,P27361,ERK1,2864
MK03_HUMAN,P27361,ERK-1,2870
MK01_HUMAN,P28482,ERK2,384
MK01_HUMAN,P28482,ERK-2,391
MK06_HUMAN,Q16659,ERK3,619
MK06_HUMAN,Q16659,ERK-3,624
MK04_HUMAN,P31152,ERK4,90
MK04_HUMAN,P31152,ERK-4,95
MK07_HUMAN,Q13164,ERK5,1631
MK07_HUMAN,Q13164,ERK-5,1638
MK12_HUMAN,P53778,ERK6,80
MK12_HUMAN,P53778,ERK-6,85
MK15_HUMAN,Q8TD08,ERK7,1228
MK15_HUMAN,Q8TD08,ERK-7,1233
MK15_HUMAN,Q8TD08,ERK8,1229
MK15_HUMAN,Q8TD08,ERK-8,1235
ERN1_HUMAN,O75460,ERN1,397
ERN2_HUMAN,Q76MJ5,ERN2,3196
MK01_HUMAN,P28482,ERT1,389
MK03_HUMAN,P27361,ERT2,2868
WNK1_HUMAN,Q9H4A3,Erythrocyte 65 kDa protein,1662
EPHA1_HUMAN,P21709,Erythropoietin-producing hepatoma receptor,327
M3K8_HUMAN,P41279,ESTF,590
BMX_HUMAN,P51813,ETK,583
EPHA3_HUMAN,P29320,ETK,2349
EPHA3_HUMAN,P29320,ETK1,2350
EPHB3_HUMAN,P54753,ETK2,1258
E2AK2_HUMAN,P19525,Eukaryotic translation initiation factor 2-alpha kinase 2,2419
E2AK4_HUMAN,Q9P2K8,Eukaryotic translation initiation factor 2-alpha kinase 4,1655
MK03_HUMAN,P27361,Extracellular signal-regulated kinase 1,2869
MK01_HUMAN,P28482,Extracellular signal-regulated kinase 2,390
MK06_HUMAN,Q16659,Extracellular signal-regulated kinase 3,623
MK04_HUMAN,P31152,Extracellular signal-regulated kinase 4,94
MK07_HUMAN,Q13164,Extracellular signal-regulated kinase 5,1637
MK12_HUMAN,P53778,Extracellular signal-regulated kinase 6,84
MK15_HUMAN,Q8TD08,Extracellular signal-regulated kinase 7,1232
MK15_HUMAN,Q8TD08,Extracellular signal-regulated kinase 8,1234
PACE1_HUMAN,Q8IZE3,Ezrin-binding protein PACE-1,3169
FAK1_HUMAN,Q05397,FADK 1,1356
FAK2_HUMAN,Q14289,FADK 2,361
FAK1_HUMAN,Q05397,FAK,1354
FAK1_HUMAN,Q05397,FAK1,1355
FAK2_HUMAN,Q14289,FAK2,351
HIPK3_HUMAN,Q9H422,Fas-interacting serine/threonine-protein kinase,2698
FASTK_HUMAN,Q14296,FAST kinase,65
FASTK_HUMAN,Q14296,FASTK,64
FER_HUMAN,P16591,Feline encephalitis virus-related kinase FER,988
FES_HUMAN,P07332,Feline sarcoma/Fujinami avian sarcoma oncogene homolog,1016
FER_HUMAN,P16591,FER,986
FES_HUMAN,P07332,FES,1014
VGFR2_HUMAN,P35968,Fetal liver kinase 1,1433
FLT3_HUMAN,P36888,Fetal liver kinase-2,1156
PLK5_HUMAN,Q496M5,FG060302,331
FGFR1_HUMAN,P11362,FGFBR,2931
PLK3_HUMAN,Q9H4B4,FGF-inducible kinase,1848
FGFR1_HUMAN,P11362,FGFR1,2928
FGFR1_HUMAN,P11362,FGFR-1,2935
FGFR1_HUMAN,P11362,FGF-R1,4028
FGFR2_HUMAN,P21802,FGFR2,2070
FGFR2_HUMAN,P21802,FGFR-2,2074
FGFR3_HUMAN,P22607,FGFR3,1005
FGFR3_HUMAN,P22607,FGFR-3,1007
FGFR4_HUMAN,P22455,FGFR4,2821
FGFR4_HUMAN,P22455,FGFR-4,2824
FGR_HUMAN,P09769,FGR,521
HIPK3_HUMAN,Q9H422,FIST,2699
HIPK3_HUMAN,Q9H422,FIST3,2694
MTOR_HUMAN,P42345,FK506-binding protein 12-rapamycin complex-associated protein 1,3189
MTOR_HUMAN,P42345,FKBP12-rapamycin complex-associated protein,3190
TSSK1_HUMAN,Q9BXA7,FKSG81,298
TSSK6_HUMAN,Q9BXA6,FKSG82,3
FLT3_HUMAN,P36888,FL cytokine receptor,1155
FGFR1_HUMAN,P11362,FLG,2932
VGFR2_HUMAN,P35968,FLK1,1430
VGFR2_HUMAN,P35968,FLK-1,1434
FLT3_HUMAN,P36888,FLK2,1153
FLT3_HUMAN,P36888,FLK-2,1157
VGFR1_HUMAN,P17948,FLT,996
VGFR1_HUMAN,P17948,FLT1,995
VGFR1_HUMAN,P17948,FLT-1,1001
FGFR1_HUMAN,P11362,FLT2,2933
FGFR1_HUMAN,P11362,FLT-2,2939
FLT3_HUMAN,P36888,FLT3,1151
FLT3_HUMAN,P36888,FLT-3,1159
VGFR3_HUMAN,P35916,FLT4,792
VGFR3_HUMAN,P35916,FLT-4,796
CSF1R_HUMAN,P07333,FMS,2393
VGFR1_HUMAN,P17948,Fms-like tyrosine kinase 1,1000
FGFR1_HUMAN,P11362,Fms-like tyrosine kinase 2,2938
FLT3_HUMAN,P36888,Fms-like tyrosine kinase 3,1158
VGFR3_HUMAN,P35916,Fms-like tyrosine kinase 4,795
PLK3_HUMAN,Q9H4B4,FNK,1845
FAK2_HUMAN,Q14289,Focal adhesion kinase 2,360
FAK1_HUMAN,Q05397,Focal adhesion kinase-related nonkinase,1357
FES_HUMAN,P07332,FPS,1015
MTOR_HUMAN,P42345,FRAP,3184
MTOR_HUMAN,P42345,FRAP1,3185
MTOR_HUMAN,P42345,FRAP2,3186
ATR_HUMAN,Q13535,FRAP-related protein 1,2487
FRK_HUMAN,P42685,FRK,1702
FAK1_HUMAN,Q05397,FRNK,1358
ATR_HUMAN,Q13535,FRP1,2485
VGFR1_HUMAN,P17948,FRT,997
FER_HUMAN,P16591,Fujinami poultry sarcoma/Feline sarcoma-related protein Fer,989
STK36_HUMAN,Q9NRP7,Fused homolog,1510
FYN_HUMAN,P06241,FYN,1943
FRK_HUMAN,P42685,FYN-related kinase,1705
RK_HUMAN,Q15835,G protein-coupled receptor kinase 1,1824
GRK7_HUMAN,Q8WTQ7,G protein-coupled receptor kinase 7,2141
GRK4_HUMAN,P32298,G protein-coupled receptor kinase GRK4,532
GRK5_HUMAN,P34947,G protein-coupled receptor kinase GRK5,1388
GRK6_HUMAN,P43250,G protein-coupled receptor kinase GRK6,1145
GRK7_HUMAN,Q8WTQ7,G protein-coupled receptor kinase GRK7,2142
GAK_HUMAN,O14976,GAK,2137
CD11B_HUMAN,P21127,Galactosyltransferase-associated protein kinase p58/GTA,1748
CD11A_HUMAN,Q9UQ88,Galactosyltransferase-associated protein kinase p58/GTA,3221
